name,total_price,compatible_drinks,cutlery,temperature,healthLabels,dietLabels,ingredients,taste,kcal,type,style,course_type,complexity,season
Lemon Polenta Cake,42.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, fodmap-free, kosher]",[],"['butter', 'egg', 'leavening', 'salt']","[sweet, umami, fatty]",10528.476713369757,fruit,sibarita,dessert,medium,['winter']
Salsa Spaghetti Squash 3,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]","[balanced, high-fiber]","['cilantro', 'onion']",[salty],1016.72099065625,snack,sibarita,main_course,low,['spring']
Whoopie Pies,42.0,"[red wine, white wine]",[],warm,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'cinnamon', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, salty, fatty]",5118.503999999999,snack,sibarita,dessert,low,['winter']
Pappardelle with Chicken and Mushroom Ragu,14.0,"[red wine, white wine]","[fork, knife]",hot,"[mediterranean, dairy-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[],"['garlic', 'onion']",[fatty],2833.921085933334,snack,regional,main_course,high,['winter']
Sloppy Joe Supreme (lighter recipe),21.0,"[red wine, white wine]","[fork, knife]",hot,"[peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free]",[],"['egg', 'salt', 'water']","[salty, umami, fatty]",2202.5351247625003,snack,regional,main_course,low,['summer']
Spicy Hot Cocoa - And How To Quickly Clean Up Your Mug,3.5,"[red wine, herbal tea]",[],warm,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[low-sodium],['milk'],[sweet],214.9805,soup,classic,dessert,low,"['spring', 'summer']"
Fresh Strawberry Banana Muffins,42.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",2555.1093333333333,snack,classic,dessert,low,['autumn']
Tangerine Muffins 5,42.0,"[red wine, white wine]",[],warm,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'flour', 'leavening', 'milk', 'salt', 'sugar']","[salty, fatty]",2090.3262572500003,snack,classic,dessert,medium,['winter']
Caramel Apple Crunch,42.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cinnamon', 'flour', 'salt', 'sugar']",[fatty],4419.867083333062,snack,classic,dessert,low,['autumn']
Tomato Lentil Soup with Sausage,31.5,"[red wine, herbal tea]","[fork, knife]",hot,"[dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free]",[high-fiber],"['carrots', 'celery', 'pepper', 'salt']","[salty, umami]",2888.4020815042404,snack,classic,starter,medium,"['spring', 'summer', 'autumn', 'winter']"
Turmeric Chicken and Cracked Baby Potatoes,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['cilantro', 'garlic', 'oil', 'onion', 'pepper', 'salt']","[salty, umami, fatty]",2862.6475623497427,snack,classic,main_course,medium,"['autumn', 'winter']"
"Mango with Cilantro, Coconut, and Chile Powder",28.0,"[sparkling water, white wine]","[fork, knife]",hot,"[kidney-friendly, vegan, vegetarian, pescatarian, paleo, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[low-sodium],['salt'],"[sweet, sour]",812.1906666664714,snack,classic,main_course,low,['summer']
Sweet and sour shrimp soup recipe. — Steemit,21.0,"[red wine, herbal tea]",[spoon],hot,"[pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, pork-free, red-meat-free, celery-free, mustard-free, sesame-free, lupine-free, alcohol-free, no oil added]",[low-fat],"['salt', 'sugar', 'water']",[salty],981.8733811003012,snack,classic,starter,medium,"['spring', 'summer', 'autumn', 'winter']"
Garlic Roasted Potatoes with Tzatziki,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, dash, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[balanced],"['garlic', 'lemon', 'oil', 'salt']",[salty],1797.6045555555554,snack,classic,starter,medium,"['autumn', 'spring']"
Date Energy Bites,70.0,"[sparkling water, white wine]",[],warm,"[kidney-friendly, vegan, vegetarian, pescatarian, mediterranean, dairy-free, gluten-free, wheat-free, egg-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]",[low-sodium],"['vanilla', 'water']","[sweet, fatty]",2460.5200000000004,snack,classic,dessert,low,"['summer', 'winter']"
"Lamb, Wild Rice And Apricot Salad",14.0,"[red wine, herbal tea]","[fork, knife]",hot,"[mediterranean, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]","[balanced, high-fiber, low-sodium]","['garlic', 'oil']","[sour, fatty]",3333.552333333333,snack,classic,starter,medium,['spring']
Rhubarb Crisp,35.0,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'cinnamon', 'flour', 'sugar', 'vanilla', 'water']",[fatty],3230.8829999989703,snack,classic,dessert,low,['autumn']
Grilled Goat Kebabs with Pomegranate-Cumin Glaze,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[paleo, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-carb],"['cinnamon', 'cumin', 'garlic', 'oil', 'pepper', 'salt', 'water']","[fatty, salty]",1778.9681833000004,snack,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Minty Mango and Pineapple Popsicle,42.0,"[sparkling water, white wine]",[],warm,"[kidney-friendly, vegan, vegetarian, pescatarian, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, kosher]","[low-fat, low-sodium]","['sugar', 'water']",[sour],2292.628,snack,classic,dessert,low,['winter']
Farmer's Market: Dump Cobbler Reborn,31.5,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],['butter'],[sweet],1782.5925999999995,snack,sibarita,dessert,high,"['autumn', 'spring']"
Mini Peanut Butter-Finger Cheesecakes,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'cream', 'egg', 'sugar']","[sweet, fatty, salty]",4002.9646475,snack,modern,dessert,high,"['spring', 'summer', 'autumn', 'winter']"
Jif Irresistible Peanut Butter Cookies,63.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, tree-nut-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['egg', 'leavening', 'milk', 'salt', 'sugar', 'vanilla']","[sweet, fatty, salty]",4040.87,snack,regional,dessert,medium,['summer']
Spaghettini with Pesto Tomatoes and Grilled Eggplant,21.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher, immuno-supportive]",[high-fiber],"['garlic', 'pepper', 'salt']","[salty, fatty]",3392.729268853237,snack,fusion,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Orangey Sweet Bread,14.0,"[red wine, white wine]","[fork, knife]",hot,"[vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[high-fiber],"['butter', 'egg', 'salt', 'sugar', 'vanilla']","[salty, fatty]",3624.187377905697,snack,classical,starter,medium,['winter']
Vegetable Beef Stew,49.0,"[red wine, white wine]","[fork, knife]",hot,"[dairy-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free]",[low-carb],"['carrots', 'celery', 'onion', 'pepper', 'salt']","[salty, umami, fatty]",3677.0011743751807,soup,classic,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Gluten-free Raspberry Chocolate Chip Bars,24.5,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['egg', 'honey', 'leavening', 'oil', 'salt', 'vanilla']","[sweet, fatty, salty]",2335.273,cream,modern,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Slow Cooker Chili Spaghetti,28.0,"[red wine, white wine]","[fork, knife]",hot,"[sugar-conscious, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free]",[],['salt'],"[salty, sour, umami]",3519.125699225,legume,regional,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Paleo Honey Almond Granola,14.0,"[red wine, herbal tea]",[],warm,"[vegetarian, pescatarian, paleo, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]","[high-fiber, low-carb]","['honey', 'oil', 'salt']","[sweet, fatty]",4326.441666666667,pasta,gourmet,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Uni Bisque with Crab Salad,7.0,"[red wine, herbal tea]","[fork, knife]",hot,"[gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, pork-free, red-meat-free, mustard-free, sesame-free, lupine-free, mollusk-free]",[high-fiber],"['butter', 'celery', 'honey', 'lemon', 'pepper', 'salt']","[salty, fatty]",1808.9039181333333,salad,gourmet,starter,medium,"['spring', 'summer', 'autumn', 'winter']"
Roasted Masala Chickpeas,14.0,"[sparkling water, white wine]","[fork, knife]",hot,"[vegan, vegetarian, pescatarian, dash, dairy-free, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]","[balanced, high-fiber, low-sodium]","['garlic', 'oil', 'pepper', 'salt']",[sweet],881.6285,vegetable,modern,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
Mendoza's Fresh Corn Polenta,21.0,"[red wine, herbal tea]","[fork, knife]",hot,"[vegetarian, pescatarian, gluten-free, wheat-free, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, sulfite-free, kosher]",[high-fiber],"['garlic', 'onion']","[sweet, salty, sour]",2118.4307000000003,fish,gourmet,main_course,medium,"['spring', 'summer', 'autumn', 'winter']"
instant rava uttappa | instant sooj,14.0,"[red wine, white wine]",[],warm,"[sugar-conscious, low potassium, kidney-friendly, vegetarian, pescatarian, mediterranean, egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher]",[low-fat],"['leavening', 'water']",[neutral],675.925,meat,modern,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
Healthier Grandmother's Buttermilk Cornbread,31.5,"[red wine, white wine]","[fork, knife]",hot,"[kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[],"['butter', 'egg', 'leavening', 'salt']","[salty, fatty]",2037.194,poultry,sibarita,starter,medium,"['spring', 'summer']"
Crustless Jalapeño Mini Quiches,672.0,"[red wine, herbal tea]","[fork, knife]",hot,"[sugar-conscious, low potassium, kidney-friendly, keto-friendly, vegetarian, pescatarian, mediterranean, gluten-free, wheat-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, no oil added, sulfite-free, kosher, immuno-supportive]","[low-carb, low-sodium]","['egg', 'milk', 'pepper', 'salt']",[sour],595.7197500000001,egg,fusion,main_course,medium,['winter']
Chili Lime Chicken Tacos,14.0,"[red wine, white wine]","[fork, knife]",hot,"[egg-free, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free]",[],"['cilantro', 'cumin', 'garlic', 'oil', 'pepper', 'salt', 'sugar']","[sour, sweet, salty]",1304.9411224619798,tapas,regional,main_course,medium,['autumn']
Banana Coconut Mini Cookie Cups,63.0,"[red wine, white wine]","[fork, knife]",hot,"[low potassium, kidney-friendly, vegetarian, pescatarian, peanut-free, tree-nut-free, soy-free, fish-free, shellfish-free, pork-free, red-meat-free, crustacean-free, celery-free, mustard-free, sesame-free, lupine-free, mollusk-free, alcohol-free, kosher]",[low-sodium],"['butter', 'egg', 'flour', 'leavening', 'salt', 'sugar', 'vanilla']","[sweet, fatty]",5427.6500900003,fruit,classical,dessert,medium,"['spring', 'summer', 'autumn', 'winter']"
